"Region","Country ","Country Full Name","company","Sector Focus","Description","City","Website"
"Europe","SWE","Sweden","Collector Ventures","Fintech, e-commerce, AI","Investment arm of Collector Bank funding pre-seed and seed startups like Leeroy and Gimi. ","Gothenburg","collector.se"
"Europe","SWE","Sweden","CBC Investment Group","Health tech, hardware, data analytics","Early-stage VC investing in tech and medtech such as Lumeotech and Brainreader. ","Gothenburg","cbcgroup.se"
"Europe","SWE","Sweden","Northern Capsek Ventures","AI, biotech","Seed-stage VC backing validated-concept startups, often joining boards. ","Gothenburg","capsek.se"
"Europe","SWE","Sweden","Formica Capital","Green tech, agritech, hardware","Family investment company funding sustainability-oriented ventures like Swedish Algae Factory","Gothenburg","formicacapital.se"
"Europe","SWE","Sweden","GU Ventures","Research-based startups","University of Gothenburg’s innovation and commercialization engine","Gothenburg","guventures.com"
"Europe","SWE","Sweden","Volvo Group Venture Capital","Mobility, climate-tech","VC arm of Volvo Group with global reach investing in scalable sustainable transport solutions","Gothenburg","volvogroup.com"
"Europe","SWE","Sweden","Provator AB","SME buyouts & growth investments","Gothenburg-based PE specializing in small to medium company acquisitions","Gothenburg"," "
"Europe","SWE","Sweden","ReThink Capital","Deep tech, medtech","Gothenburg PE firm investing in innovation-driven industries","Gothenburg"," "
"Europe","SWE","Sweden","Lion Ventures","Travel tech","VC firm focused on travel-tech companies across stages","Gothenburg"," "
"Europe","SWE","Sweden","Cevian Capital","Activist investing","Europe’s largest activist investment firm based in Gothenburg","Gothenburg","cevian.com"
"Europe","CHE","Switzerland","Redalpine Venture Partners","Seed to early-stage tech (AI, energy, biotech)","Swiss VC with assets over US$1B; raised largest fund ever (~US$200M) to invest in deep-tech startups. ","Zurich","redalpine.com"
"Europe","CHE","Switzerland","Novartis Venture Fund","Therapeutics, life sciences","Corporate VC fund of Novartis backing novel therapeutic platforms","Basel","nvfund.com"
"Europe","CHE","Switzerland","HBM Healthcare Investments AG","Biotech, medtech, diagnostics, digital health","Publicly traded Swiss VC focused on emerging healthcare technologies. ","Zug","hbmhealthcare.com"
"Europe","CHE","Switzerland","Verve Ventures","Seed to Series B, innovation","Europe-focused platform with significant Swiss office presence","Zug","verve.vc"
"Europe","CHE","Switzerland","Lakestar","Tech across seed to growth","Prominent European VC investing from Switzerland","Zurich","lakestar.com"
"Europe","CHE","Switzerland","Swisscom Ventures","Tech scale-ups","VC arm of Swisscom backing growth-stage startups","Zurich","swisscom.com/ventures"
"Europe","CHE","Switzerland","Backbone Ventures","ICT, AI/ML, SaaS, cyber, biotech","Zurich-based early-stage VC with notable exits and speed","Zurich"," "
"Europe","CHE","Switzerland","Capvis","Mid-market LBOs & growth capital","Swiss PE firm focused on industrials in the region. ","Baar","capvis.com"
"Europe","CHE","Switzerland","Partners Group","Global PE, infra, real estate, private debt","Global PE powerhouse headquartered in Switzerland","Baar","partnersgroup.com"
"Europe","CHE","Switzerland","responsAbility Investments AG","Impact investing (microfinance, agri, energy)","Swiss impact asset manager investing in frontier and developing markets. ","Zurich","responsability.com"
"Europe","CHE","Switzerland","Polytech Ecosystem Ventures (Polytech Ventures)","Fintech, Proptech, Health, E‑commerce","Early-stage Swiss VC based in Lausanne (EPFL area), investing across Europe with a focus on tech and marketplaces","Lausanne"," "
"Americas","SUR","Suriname","Finabank N.V.","SME financing across sectors","One of Suriname’s systematically important commercial banks; received a 7-year senior loan from IDB Invest to expand lending to MSMEs, with advisory support","Paramaribo"," "
"Americas","SUR","Suriname","National Development Bank of Suriname (NOB)","MSMEs, bio-businesses (Amazonia Forever)","Strengthened by IDB support to extend working capital credit to over 500 bio-business MSMEs under sustainability program","Paramaribo"," "
"Americas","SUR","Suriname","Central Bank of Suriname (CBvS)","Financial inclusion & SME accessibility","Has launched a National Financial Inclusion and Education Strategy to improve SME inclusion, digital finance, and fintech adoption","Paramaribo"," "
"Americas","SUR","Suriname","Chamber of Commerce and Factories (KKF)","SME support, registration, advisory","Established in 1910, provides business registration, guidance, and organizes major trade fairs to promote entrepreneurship. ","Paramaribo"," "
"Americas","SUR","Suriname","Suriname Investment and Trade Agency (SITA)","Investment promotion, export support","Government trade and investment agency supporting foreign investment and exports; organizing trade missions and bilateral cooperation. ","Paramaribo","sita.sr"
"Americas","SUR","Suriname","ICT Association of Suriname (ICT-AS)","ICT sector advocacy and events","Trade body for ICT firms; promotes events like Girls in ICT Day and supports tech sector development. ","Paramaribo","ict-as.sr"
"Asia","SYR","Syrian Arab Republic","First MicroFinance Institution – Syria (FMFI‑S)","Microfinance   urban & rural SMEs","First private-sector microfinance provider in Syria (regulated non-bank with IFC/KfW/EIB shareholders)","Damascus"," "
"Asia","SYR","Syrian Arab Republic","Syrian-Qatari Holding Company (SQHC)","Holding group   agri, energy, manufacturing","Major government-linked holding pursuing large-scale investments in key sectors. ","Damascus"," "
"Asia","SYR","Syrian Arab Republic","Syrian Investment Authority (SIA)","Strategic project facilitation","State agency coordinating multi-billion-dollar infrastructure and investment deals","Damascus"," "
"Asia","SYR","Syrian Arab Republic","Startup Syria Launchpad","Early-stage entrepreneurs","Provides foundational training, mentoring, and network support to idea-stage startups","Damascus","startupsyria.org"
"Asia","SYR","Syrian Arab Republic","SME Support Programme (SEBC/SSP)","SME advisory & financial advisory","Financial advisory initiative to help SMEs align with international accounting standards and access finance","Damascus","sebcsyria.com"
"Asia","SYR","Syrian Arab Republic","Aga Khan Agency for Microfinance – FMFI-S (geneva)","Dev-focused microfinance","Operates the FMFI-S program in Syria, providing vital microloans across the country. ","Geneva",""
"Asia","TJK","Tajikistan","First MicroFinance Bank – Tajikistan (FMFB‑T)","Microfinance, SME lending, remittances","Leading microfinance and SME-focused bank, offering loans, digital remittances, green financing, and financial literacy programs","Dushanbe","fmfb.tj"
"Asia","TJK","Tajikistan","Humo (Micro-Deposit Institution)","Micro-housing, micro and small business","FinTech-oriented microfinance provider delivering innovative financial services to underserved segments","Dushanbe"," "
"Asia","TJK","Tajikistan","Alif Bank OJSC (FinTech Bank)","Fintech banking, SME payments, marketplace","FinTech bank evolving from microfinance roots, offering digital wallets, e-commerce, IT academy & financial services. ","Dushanbe","alif.tj"
"Asia","TJK","Tajikistan","AccessBank Tajikistan (merger with Arvand MDO)","MSME finance and operational strategy","Result of merging leading microfinance and MSME commercial bank to streamline SME lending strategies","Dushanbe"," "
"Asia","TJK","Tajikistan","Entrepreneurship Support Fund (SUE “Sanoatsodirotbank”)","SME development, government fund","Transformed from government entrepreneurship fund to state-owned bank supporting SMEs","Dushanbe"," "
"Africa","TZA","Tanzania, United Republic of","CRDB Bank Plc","SME financing, microfinance, gender-lens","Major commercial bank expanding SME finance via IFC-backed loans; includes microfinance subsidiary ","Dar es Salaam"," "
"Africa","TZA","Tanzania, United Republic of","NMB Bank Plc","SME and corporate lending","Leading bank with broad SME outreach, funded by FMO to support SMEs and corporates ","Dar es Salaam","nmbbank.co.tz"
"Africa","TZA","Tanzania, United Republic of","Yetu Microfinance Bank Plc","Microfinance, SME, agricultural lending","First microfinance bank listed on Dar es Salaam Stock Exchange; solid SME and rural footprint ","Dar es Salaam"," "
"Africa","TZA","Tanzania, United Republic of","Mwanga Hakika Bank","Microfinance emerging as commercial bank","Born from merged microfinance banks; serves SME, corporate, and individual clients ","Dar es Salaam","mhbbank.co.tz"
"Africa","TZA","Tanzania, United Republic of","Letshego Bank Tanzania","Microfinance bank serving SMEs & low-income","Formerly Advans Bank; mission-driven microfinance with branch network ","Dar es Salaam","letshego.com"
"Africa","TZA","Tanzania, United Republic of","Fanikiwa Microfinance Tanzania","Microfinance for SMEs and government employees","Fast, accessible SME credit, including logbook-secured loans and civil servant products","Multiple  "," "
"Africa","TZA","Tanzania, United Republic of","Warioba Ventures","VC fintech & startups advisory","VC and advisory firm building fintech/startup ecosystem in Dar Es Salaam ","Dar es Salaam"," "
"Africa","TCD","Chad","Express Union Tchad (EUT)","Microfinance SMEs, underserved, women, rural","Leading microfinance provider partnering with IFC to expand services, strengthen governance, and reach remote communities. ","N’Djamena"," "
"Africa","TCD","Chad","FINADEV","Microfinance (category 2 MFI)","Main non-deposit-taking microfinance institution offering loans for business, agriculture, housing, and education","N’Djamena"," "
"Africa","TCD","Chad","UCEC MK Cooperative Network","Cooperative-based microfinance","Network of rural savings-credit cooperatives financing local development","Rural Chad"," "
"Africa","TCD","Chad","Société Générale Tchad (Coris Bank)","SME crisis support loan (COVID-19 impact)","Offered emergency SME loans (12–60 mos) to support businesses during COVID-19 under AFD/Proparco’s “Choose Africa” program","N’Djamena"," "
"Africa","TCD","Chad","Coris Bank International – Chad","Trade finance & SME support","Receives trade finance guarantees to facilitate SME access to trade funding","N’Djamena"," "
"Africa","TCD","Chad","ADFI / Government Microfinance Support Program","Digital finance, youth & women entrepreneurship","Grant-funded project enhancing digital microfinance and empowering youth and women via financial inclusion","N’Djamena"," "
"Europe","CZE","Czechia","Kaya VC","Climate Tech, Health Tech, FinTech, EdTech","VC in Prague supporting seed to Series A startups","Prague","kaya.vc"
"Europe","CZE","Czechia","Tensor Ventures","Deep Tech (AI, quantum, industrial tech)","Prague-based deep-tech VC with CEE focus","Prague"," "
"Europe","CZE","Czechia","Genesis Capital SRO","Growth Equity in SMEs","PE/GE fund investing in high-potential SMEs across CEE","Prague","genesis.cz"
"Europe","CZE","Czechia","ARX Equity Partners","Private Equity","Prague-based PE investing via buyouts across Czech companies","Prague"," "
"Europe","CZE","Czechia","CEIP (Central Europe Industry Partners)","PE in manufacturing and industrials","Prague-based mid-market PE with a focus on industrial sectors","Prague"," "
